Assemblies	IDBA_UD	Ray	SOAPdenovo2	SPAdes
Actinomyces_graevenitzii_F0530	0	0	0	0
Actinomyces_odontolyticus	0	431523	0	0
Actinomyces_sp_ph3	0	69202	0	108978
Atopobium_parvulum	0	431523	0	0
Campylobacter_concisus_13826	742266	0	0	153129
Campylobacter_concisus_UNSWCD	534925	0	0	153129
Clostridiales_bacterium_OBRC5-5	0	0	169569	0
Fusobacterium_periodonticum_ATCC_33693	309692	1007527	282557	534356
Fusobacterium_periodonticum_D10	507359	1007527	538000	534356
Gemella_sanguinis_M325	79696	800120	55395	365623
Haemophilus_parainfluenzae_ATCC_33392	0	1054317	0	172901
Haemophilus_parainfluenzae_HK262	77531	853325	0	85767
Neisseria_subflava	1929589	2175123	1687093	2008426
Oribacterium_sinus_F0268	751844	995939	1315727	628457
Prevotella_nanceiensis	2776117	237370	961645	2631763
Prevotella_pallens_ATCC_700821	959475	125177	203608	693254
Rothia_dentocariosa	0	854951	0	71020
Rothia_mucilaginosa_DY-18	0	2023993	0	552099
Streptococcus_australis	0	1440574	0	0
Streptococcus_australis_ATCC_700641	0	259615	0	0
Streptococcus_infantis_X	0	1395863	0	0
Streptococcus_parasanguinis_ATCC_15912	0	1117588	0	0
Streptococcus_salivarius_57I	0	174625	0	0
Streptococcus_salivarius_K12	0	196978	0	193324
Veillonella_atypica_KON	0	0	0	0
Veillonella_dispar_ATCC_17748	357694	223488	0	0
Veillonella_sp_oral_taxon_158	0	509315	0	0
