Oribacterium_sinus_F0268_gi_237754524_ref_NZ_	scaffold6916_13.9
Oribacterium_sinus_F0268_gi_237754564_ref_NZ_	scaffold2867_11.2	scaffold2867_11.2	scaffold2867_11.2	scaffold2867_11.2	scaffold2867_11.2	scaffold2867_11.2	scaffold2867_11.2	scaffold2867_11.2	scaffold2867_11.2	scaffold2867_11.2	scaffold2867_11.2	scaffold2867_11.2	scaffold148_11.0	scaffold148_11.0	scaffold148_11.0	scaffold148_11.0	scaffold148_11.0	scaffold148_11.0	scaffold148_11.0	scaffold148_11.0	scaffold148_11.0	scaffold148_11.0	scaffold148_11.0	scaffold561_13.2	scaffold378_12.9	scaffold125_10.2	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold514_10.8	scaffold555_10.8	scaffold555_10.8	scaffold892__9.2	scaffold956_11.8	scaffold956_11.8	scaffold956_11.8	scaffold956_11.8	scaffold956_11.8	scaffold956_11.8	scaffold2640_11.4	scaffold2640_11.4	scaffold4112_11.3	scaffold4112_11.3	scaffold4460__2.8	scaffold5204__8.3	scaffold6005_11.2	scaffold6005_11.2	scaffold6005_11.2	scaffold6005_11.2	scaffold6005_11.2	scaffold6062_11.5	scaffold6411_12.4	scaffold6411_12.4	scaffold6411_12.4	scaffold6411_12.4	scaffold6411_12.4	scaffold6411_12.4	scaffold7889_11.4	scaffold7889_11.4	scaffold7889_11.4	scaffold7889_11.4	scaffold7889_11.4	scaffold11237_14.1	scaffold12098_10.8	scaffold12358_13.0	scaffold16376_10.0	scaffold16488__8.0	scaffold19659_10.8	scaffold19659_10.8	scaffold23801_10.3	scaffold32061_10.0	C818214__4.0	C818602__3.0	C821012__2.0	C821744__2.0	C823932__2.0	C825354__3.0	C839890__6.0	C841892__7.0	C842782__7.0	C850984__2.0	C851976__8.0	C863128_12.0	C869356_11.0	C873114__8.0	C881574_10.0	C882392_10.0
Oribacterium_sinus_F0268_gi_237754547_ref_NZ_	scaffold514_10.8
Oribacterium_sinus_F0268_gi_237754555_ref_NZ_	scaffold9124_13.1
Oribacterium_sinus_F0268_gi_237754560_ref_NZ_	scaffold19697_12.7	scaffold450_13.4	scaffold450_13.4	scaffold450_13.4	scaffold450_13.4	scaffold772_13.6	scaffold772_13.6	scaffold1020_12.6	scaffold1020_12.6	scaffold1939_16.1	scaffold2799_13.6	scaffold2799_13.6	scaffold2799_13.6	scaffold2799_13.6	scaffold2799_13.6	scaffold4853_13.5	scaffold5548_13.9	scaffold5548_13.9	scaffold5548_13.9	scaffold5548_13.9	scaffold5548_13.9	scaffold5927_13.4	scaffold5927_13.4	scaffold5927_13.4	scaffold6472_14.1	scaffold6472_14.1	scaffold6472_14.1	scaffold6472_14.1	scaffold8078_14.7	scaffold8078_14.7	scaffold9409_12.5	scaffold11974__9.4	scaffold15392_21.0	scaffold18413_13.8	scaffold18817_10.8	scaffold18971_13.4	scaffold18971_13.4	scaffold30500_13.2	C838226__4.0	C845202__4.0	C852952__4.0	C852952__4.0
Oribacterium_sinus_F0268_gi_237754541_ref_NZ_	scaffold14593_17.0
Oribacterium_sinus_F0268_gi_237754563_ref_NZ_	scaffold24850_11.4	scaffold4853_13.5	scaffold4853_13.5	scaffold9124_13.1	scaffold9124_13.1	scaffold9124_13.1	scaffold9124_13.1	scaffold9124_13.1	scaffold23466_12.3	scaffold23466_12.3	scaffold10450_12.1	scaffold10450_12.1	scaffold10450_12.1	scaffold10450_12.1	scaffold10450_12.1	scaffold6916_13.9	scaffold6916_13.9	scaffold6916_13.9	scaffold6916_13.9	scaffold6411_12.4	scaffold6411_12.4	scaffold6411_12.4	scaffold1142_13.6	scaffold1142_13.6	scaffold1243_12.3	scaffold1243_12.3	scaffold1243_12.3	scaffold1243_12.3	scaffold1550_14.2	scaffold1550_14.2	scaffold1550_14.2	scaffold1550_14.2	scaffold1550_14.2	scaffold1550_14.2	scaffold2571_11.9	scaffold2571_11.9	scaffold2571_11.9	scaffold2571_11.9	scaffold2571_11.9	scaffold2697_16.3	scaffold2705_12.5	scaffold2705_12.5	scaffold2705_12.5	scaffold2705_12.5	scaffold2705_12.5	scaffold2705_12.5	scaffold2705_12.5	scaffold3420_12.5	scaffold3420_12.5	scaffold3420_12.5	scaffold3827_13.4	scaffold3827_13.4	scaffold3827_13.4	scaffold3827_13.4	scaffold3827_13.4	scaffold3827_13.4	scaffold3827_13.4	scaffold3827_13.4	scaffold3827_13.4	scaffold3827_13.4	scaffold3827_13.4	scaffold4121__7.9	scaffold4121__7.9	scaffold5849_13.0	scaffold5849_13.0	scaffold6167_12.9	scaffold6167_12.9	scaffold6167_12.9	scaffold6723_14.8	scaffold7626_13.6	scaffold7626_13.6	scaffold7626_13.6	scaffold9508_12.7	scaffold9508_12.7	scaffold9508_12.7	scaffold9508_12.7	scaffold10396_10.7	scaffold10396_10.7	scaffold10396_10.7	scaffold10396_10.7	scaffold10396_10.7	scaffold10396_10.7	scaffold13611__5.6	scaffold14045_14.0	scaffold14045_14.0	scaffold14045_14.0	scaffold15370_12.1	scaffold15370_12.1	scaffold15370_12.1	scaffold15370_12.1	scaffold15370_12.1	scaffold15370_12.1	scaffold15370_12.1	scaffold18007_13.1	scaffold18007_13.1	scaffold18157_14.5	scaffold22475__5.1	scaffold22559_11.3	scaffold22707__9.2	scaffold22707__9.2	scaffold22707__9.2	scaffold24341_12.3	scaffold24341_12.3	scaffold24341_12.3	scaffold24341_12.3	scaffold24341_12.3	scaffold24341_12.3	scaffold25994__7.2	scaffold27652_11.7	scaffold27674_10.4	scaffold28518__2.5	scaffold30494_15.2	scaffold30494_15.2	C820636__1.0	C826280__9.0	C826992__2.0	C828432__8.0	C829280__3.0	C829442__3.0	C830348__4.0	C831320_16.0	C838284__6.0	C838710__6.0	C840342__5.0	C841046__3.0	C845536__4.0	C846908_15.0	C846980_10.0	C850572__8.0	C851352_14.0	C852162__3.0	C857210__9.0	C861198__4.0	C867324_14.0	C879452_11.0
Oribacterium_sinus_F0268_gi_237754546_ref_NZ_	scaffold14281__8.9
Oribacterium_sinus_F0268_gi_237754532_ref_NZ_	C861054_66.0	C864850_64.0
Oribacterium_sinus_F0268_gi_237754528_ref_NZ_	scaffold2867_11.2
