2	190	5020
2	8238	9893
2	10643	11786
2	12163	15298
2	16751	16960
2	17489	19620
2	19811	20508
2	21181	25701
2	25826	27227
2	29651	34038
2	34781	39115
2	39244	41931
2	42403	47138
2	47246	49631
2	50380	57109
2	59687	63264
2	66835	70048
2	70387	72115
2	72229	75480
2	77367	78799
2	78848	83529
2	85630	87848
2	89634	106456
2	107705	110984
2	111649	113219
2	114522	117549
2	118733	120135
2	123017	127587
2	134788	136464
2	142779	145017
2	147944	149601
2	149715	156201
2	157253	160604
2	160782	162031
2	167484	173444
2	175107	176954
2	177001	179153
2	185123	188650
2	189712	190599
2	194903	200360
2	200482	209580
2	209679	213629
2	213678	214125
2	214291	215979
2	218887	219995
2	220113	222645
2	231122	232549
2	232597	234782
2	245961	246502
2	250898	253161
2	259612	262170
2	262552	264430
2	264528	265777
2	274549	276871
2	278402	279099
2	281481	284392
2	284619	287623
2	289873	290570
2	292444	294023
2	296605	301797
2	303719	310560
2	311598	312001
2	314506	315677
2	316950	317791
2	320832	323677
2	324801	328558
2	334504	338967
2	339389	341731
2	349236	353816
2	354146	356678
2	358023	360370
2	360473	365529
2	365652	367644
2	367835	374105
2	377686	379105
2	384456	387870
2	390963	392134
2	395863	398190
2	405629	406394
2	406652	407685
2	411831	416176
2	416366	418408
2	418815	421583
2	424235	429700
2	432226	434780
2	434858	436331
2	437539	440567
2	442275	443739
2	446039	450834
2	451294	453391
2	455901	457924
2	464076	466536
2	467607	471641
2	471822	473476
2	479314	479932
2	480478	484843
2	489334	490036
2	491316	494234
2	510865	513092
2	513625	514997
2	515143	516586
2	516649	518989
2	518957	522054
2	529356	531445
2	531675	533050
2	533140	535710
2	536857	542257
2	542485	545587
2	548850	550555
2	550750	553660
2	555884	556964
2	558197	563068
2	566056	567227
2	570116	571474
2	571591	573093
2	576621	577333
2	577550	577791
2	586314	592401
2	592551	594666
2	596354	601080
2	604741	606606
2	612038	617261
2	618607	621412
2	624108	628936
2	633970	635792
2	645854	651079
2	651458	653765
2	660860	663186
2	663325	668259
2	668519	674006
2	675934	678065
2	678731	680886
2	683753	685892
2	688566	692601
2	698797	702834
2	707557	709339
2	709423	709948
2	712210	714421
2	716169	719683
2	720279	728044
2	738224	740148
2	742050	745949
2	747144	752018
2	754400	757628
2	757929	761962
2	762237	764272
2	765207	769834
2	770681	773825
2	773975	776830
2	776963	779612
2	781308	783108
2	787020	791278
2	791539	793867
2	794312	796835
2	799982	802543
2	806656	808480
2	808567	812170
2	816267	818970
2	820765	823720
2	824225	829866
2	832293	835433
2	837413	840754
2	844964	846342
2	852406	853988
2	859397	862761
2	863603	865587
2	865791	872024
2	872202	875886
2	881199	882611
2	884169	886562
2	890136	892092
2	893007	898868
2	900089	902957
2	903816	904966
2	904963	910272
2	910405	913037
2	918458	921516
2	922136	924763
2	925951	930185
2	936595	939943
2	940182	944119
2	950495	953689
2	956876	959318
2	960424	962891
2	963543	970821
2	972760	980009
2	982298	983520
2	992500	996735
2	997713	1003880
2	1007067	1011094
2	1011224	1014682
2	1015175	1017522
2	1020953	1023571
2	1027627	1029192
2	1031362	1036829
2	1036963	1039760
2	1041253	1048555
2	1049056	1049753
2	1051070	1051463
2	1057307	1061621
2	1061773	1062998
2	1066087	1066931
2	1081466	1083870
2	1085329	1091512
2	1093498	1094669
2	1097109	1099417
2	1100074	1102419
2	1103174	1104125
2	1104637	1106999
2	1108558	1112629
2	1117124	1118269
2	1118530	1119809
2	1122630	1124549
2	1124785	1126952
2	1128637	1129351
2	1130241	1133780
2	1133952	1137535
2	1137601	1140209
2	1145812	1150627
2	1152523	1156797
2	1161108	1164908
2	1174650	1179582
2	1179702	1184817
2	1187539	1189670
2	1189839	1194174
2	1196090	1197460
2	1198902	1200255
2	1202491	1204954
2	1206136	1207768
2	1215291	1215858
2	1221528	1222386
2	1223502	1225303
2	1226904	1227961
2	1229990	1231677
2	1236794	1239172
2	1246919	1250061
2	1261249	1262723
2	1262937	1268242
2	1274402	1276841
2	1279087	1285749
