Prevotella_pallens_ATCC_700821_gi_340354302_ref_NZ_	scaffold_38688
Prevotella_pallens_ATCC_700821_gi_340354328_ref_NZ_	scaffold_15995
Prevotella_pallens_ATCC_700821_gi_340354334_ref_NZ_	scaffold_25233
Prevotella_pallens_ATCC_700821_gi_340354331_ref_NZ_	scaffold_376
Prevotella_pallens_ATCC_700821_gi_340354309_ref_NZ_	scaffold_21
Prevotella_pallens_ATCC_700821_gi_340354320_ref_NZ_	scaffold_31920
Prevotella_pallens_ATCC_700821_gi_340354299_ref_NZ_	scaffold_228	scaffold_228	scaffold_23828	scaffold_24	scaffold_46	scaffold_46	scaffold_46	scaffold_54	scaffold_76	scaffold_76	scaffold_79	scaffold_101	scaffold_101	scaffold_173	scaffold_180	scaffold_180	scaffold_271	scaffold_376	scaffold_376	scaffold_1335	scaffold_1369	scaffold_4738	scaffold_4917	scaffold_5197	scaffold_6756	scaffold_7219	scaffold_9518	scaffold_9723	scaffold_10765	scaffold_11015	scaffold_11087	scaffold_11217	scaffold_11659	scaffold_11813	scaffold_12808	scaffold_13429	scaffold_13764	scaffold_13764	scaffold_13923	scaffold_14037	scaffold_15216	scaffold_15227	scaffold_16058	scaffold_16242	scaffold_16337	scaffold_16369	scaffold_16390	scaffold_16562	scaffold_16649	scaffold_17058	scaffold_17820	scaffold_18229	scaffold_18362	scaffold_18409	scaffold_18477	scaffold_18707	scaffold_18780	scaffold_19055	scaffold_19222	scaffold_19744	scaffold_20044	scaffold_20162	scaffold_21032	scaffold_21344	scaffold_21375	scaffold_21492	scaffold_21658	scaffold_21705	scaffold_21771	scaffold_22155	scaffold_22676	scaffold_23149	scaffold_23163	scaffold_23400	scaffold_23411	scaffold_23486	scaffold_23612	scaffold_23764	scaffold_24445	scaffold_24568	scaffold_24579	scaffold_24595	scaffold_24648	scaffold_24779	scaffold_24927	scaffold_25051	scaffold_25121	scaffold_25721	scaffold_25733	scaffold_25758	scaffold_25791	scaffold_26165	scaffold_26289	scaffold_26402	scaffold_26574	scaffold_26675	scaffold_26807	scaffold_27234	scaffold_27240	scaffold_27307	scaffold_27391	scaffold_27413	scaffold_27485	scaffold_27555	scaffold_27709	scaffold_27914	scaffold_28078	scaffold_28101	scaffold_28227	scaffold_28459	scaffold_28818	scaffold_28965	scaffold_29031	scaffold_29294	scaffold_29400	scaffold_29443	scaffold_29462	scaffold_29478	scaffold_29528	scaffold_29630	scaffold_29779	scaffold_29872	scaffold_30244	scaffold_30244	scaffold_30341	scaffold_30381	scaffold_30507	scaffold_30686	scaffold_30714	scaffold_30755	scaffold_30859	scaffold_30971	scaffold_31035	scaffold_31172	scaffold_31332	scaffold_31362	scaffold_31580	scaffold_31652	scaffold_31748	scaffold_31920	scaffold_32054	scaffold_32121	scaffold_32393	scaffold_32428	scaffold_32429	scaffold_32599	scaffold_32725	scaffold_32829	scaffold_32875	scaffold_32908	scaffold_32946	scaffold_32997	scaffold_33026	scaffold_33081	scaffold_33531	scaffold_33557	scaffold_33595	scaffold_33757	scaffold_33815	scaffold_33855	scaffold_34083	scaffold_34192	scaffold_34332	scaffold_34507	scaffold_34579	scaffold_34771	scaffold_34806	scaffold_34820	scaffold_35032	scaffold_35150	scaffold_35153	scaffold_35253	scaffold_35342	scaffold_35369	scaffold_35412	scaffold_35429	scaffold_35474	scaffold_35515	scaffold_35878	scaffold_35969	scaffold_35986	scaffold_36346	scaffold_36434	scaffold_36744	scaffold_36753	scaffold_36779	scaffold_36803	scaffold_36845	scaffold_36904	scaffold_36919	scaffold_37138	scaffold_37285	scaffold_37413	scaffold_37546	scaffold_37546	scaffold_37693	scaffold_37694	scaffold_38009	scaffold_38170	scaffold_38257	scaffold_38312	scaffold_38312	scaffold_38333	scaffold_38343	scaffold_38351	scaffold_38498	scaffold_38531	scaffold_38655	scaffold_38666	scaffold_38670	scaffold_38723	scaffold_38762	scaffold_38816	scaffold_38902	scaffold_38943	scaffold_38943	scaffold_38944	scaffold_38972	scaffold_39018	scaffold_39307	scaffold_39448	scaffold_39490	scaffold_39673	scaffold_39736	scaffold_39738	scaffold_39926	scaffold_40021	scaffold_40074	scaffold_40107	scaffold_40280	scaffold_40457	scaffold_40623	scaffold_40728	scaffold_40763	scaffold_40791	scaffold_41002	scaffold_41011	scaffold_41192	scaffold_41347	scaffold_41492	scaffold_41765	scaffold_41926	scaffold_41934	scaffold_42030	scaffold_42041	scaffold_42119	scaffold_42152	scaffold_42156	scaffold_42162	scaffold_42294	scaffold_42302	scaffold_42425	scaffold_42586	scaffold_42743	scaffold_42911	scaffold_42951	scaffold_42997	scaffold_43020	scaffold_43072	scaffold_43130	scaffold_43177	scaffold_43439	scaffold_43452	scaffold_43534	scaffold_43779	scaffold_43827	scaffold_43900	scaffold_43931	scaffold_43962	scaffold_44057	scaffold_44189	scaffold_44236	scaffold_44319	scaffold_44468	scaffold_44491	scaffold_44590	scaffold_44653	scaffold_44769	scaffold_44800	scaffold_44826	scaffold_44826	scaffold_44832	scaffold_44890	scaffold_44891	scaffold_44937	scaffold_44953	scaffold_45046	scaffold_45051	scaffold_45105	scaffold_45105	scaffold_45167	scaffold_45233	scaffold_45370	scaffold_45427	scaffold_45451	scaffold_45493	scaffold_45596	scaffold_45715	scaffold_45808	scaffold_45826	scaffold_45866	scaffold_45917	scaffold_45933	scaffold_45977	scaffold_45984	scaffold_46002	scaffold_46002	scaffold_46023	scaffold_46115	scaffold_46149	scaffold_46318	scaffold_46337	scaffold_46393	scaffold_46405	scaffold_46405	scaffold_46534	scaffold_46643	scaffold_46782	scaffold_46854	scaffold_46928	scaffold_46930	scaffold_46931	scaffold_46991	scaffold_47003	scaffold_47052	scaffold_47073	scaffold_47088	scaffold_47091	scaffold_47366	scaffold_47389	scaffold_47531	scaffold_47567	scaffold_47570	scaffold_47665	scaffold_47676	scaffold_47708	scaffold_47774	scaffold_47802	scaffold_47857	scaffold_47876	scaffold_48041	scaffold_48047	scaffold_48172	scaffold_48280	scaffold_48412	scaffold_48431	scaffold_48499	scaffold_48507	scaffold_48539	scaffold_48568	scaffold_48675	scaffold_48765	scaffold_48772	scaffold_49297	scaffold_49326	scaffold_49337	scaffold_49353	scaffold_49437	scaffold_49451	scaffold_49505	scaffold_49511	scaffold_49656	scaffold_49683	scaffold_49715	scaffold_49894	scaffold_49964	scaffold_50131	scaffold_50152	scaffold_50167	scaffold_50168	scaffold_50170	scaffold_50223	scaffold_50381	scaffold_50404	scaffold_50408	scaffold_50424	scaffold_50500	scaffold_50538	scaffold_50564	scaffold_50604	scaffold_50676	scaffold_50720	scaffold_50745	scaffold_50769	scaffold_50847	scaffold_50882	scaffold_50964	scaffold_51221	scaffold_51235	scaffold_51260	scaffold_51271	scaffold_51284	scaffold_51292	scaffold_51321	scaffold_51331	scaffold_51417	scaffold_51421	scaffold_51478	scaffold_51515	scaffold_51592	scaffold_51622	scaffold_51749	scaffold_51766	scaffold_51844	scaffold_51902	scaffold_51931	scaffold_51943	scaffold_51943	scaffold_52095	scaffold_52172	scaffold_52208	scaffold_52238	scaffold_52409	scaffold_52490	scaffold_52655	scaffold_52670	scaffold_52738	scaffold_52750	scaffold_52954	scaffold_52990	scaffold_53116	scaffold_53131	scaffold_53147	scaffold_53219	scaffold_53232	scaffold_53237	scaffold_53259	scaffold_53345	scaffold_53347	scaffold_53363	scaffold_53374	scaffold_53374	scaffold_53646	scaffold_53662	scaffold_53816	scaffold_53855	scaffold_53870	scaffold_53879	scaffold_53988	scaffold_54000	scaffold_54026	scaffold_54053	scaffold_54085	scaffold_54256	scaffold_54308	scaffold_54511	scaffold_54581	scaffold_54581	scaffold_54658	scaffold_54871	scaffold_54891	scaffold_54902	scaffold_54942	scaffold_54953	scaffold_54998	scaffold_55032
Prevotella_pallens_ATCC_700821_gi_340354317_ref_NZ_	scaffold_4917
Prevotella_pallens_ATCC_700821_gi_340354300_ref_NZ_	scaffold_41	scaffold_69	scaffold_77	scaffold_129	scaffold_135	scaffold_228	scaffold_599	scaffold_1169	scaffold_1169	scaffold_1434	scaffold_3444	scaffold_5740	scaffold_5740	scaffold_15070	scaffold_15071	scaffold_15995	scaffold_16143	scaffold_16520	scaffold_16961	scaffold_17059	scaffold_20188	scaffold_20996	scaffold_21114	scaffold_21759	scaffold_22097	scaffold_22381	scaffold_22927	scaffold_25233	scaffold_28109	scaffold_28257	scaffold_29785	scaffold_30431	scaffold_32342	scaffold_34429	scaffold_34625	scaffold_35362	scaffold_36173	scaffold_36425	scaffold_36449	scaffold_36947	scaffold_37935	scaffold_38749	scaffold_39001	scaffold_39384	scaffold_40790	scaffold_40790	scaffold_41588	scaffold_42421	scaffold_42709	scaffold_42934	scaffold_43220	scaffold_43583	scaffold_43806	scaffold_43824	scaffold_43902	scaffold_44326	scaffold_44989	scaffold_45216	scaffold_45216	scaffold_45549	scaffold_45703	scaffold_45749	scaffold_46052	scaffold_46190	scaffold_46481	scaffold_46617	scaffold_46637	scaffold_46994	scaffold_47549	scaffold_47553	scaffold_48148	scaffold_48388	scaffold_48594	scaffold_48598	scaffold_48886	scaffold_49213	scaffold_49601	scaffold_49874	scaffold_49897	scaffold_50009	scaffold_50541	scaffold_50810	scaffold_50971	scaffold_51833	scaffold_52219	scaffold_53062	scaffold_53280	scaffold_53328	scaffold_53737	scaffold_53749	scaffold_53774	scaffold_53847	scaffold_54033	scaffold_54146	scaffold_54318	scaffold_54398	scaffold_54585	scaffold_54680	scaffold_55025	scaffold_1335
Prevotella_pallens_ATCC_700821_gi_340354315_ref_NZ_	scaffold_15196
